range,values
'Cotizaciones'!F674,[['KF432C16BB/16']]
'Cotizaciones'!M674,[[1.0]]
'Cotizaciones'!F678,[['920-008673']]
'Cotizaciones'!M678,[[1.0]]
'Cotizaciones'!F679,[['GW2480L']]
'Cotizaciones'!M679,[[1.0]]
'Cotizaciones'!F681,[['Z1INSEQUISO']]
'Cotizaciones'!M681,[[1.0]]
'Cotizaciones'!F682,[['100-100000252BOX']]
'Cotizaciones'!M682,[[0.941]]
'Cotizaciones'!F685,[['P300P128GM28']]
'Cotizaciones'!M685,[[0.946]]
'Cotizaciones'!F687,[['Z1INSSO10']]
'Cotizaciones'!M687,[[1.0]]
'Cotizaciones'!F688,[['AC-928984']]
'Cotizaciones'!M688,[[0.959]]
'Cotizaciones'!F691,[['Z1INSEQUISO']]
'Cotizaciones'!M691,[[1.0]]
'Cotizaciones'!F693,[['PRIME B650M-K']]
'Cotizaciones'!M693,[[0.882]]
'Cotizaciones'!F696,[['ALEG-700-512GCS']]
'Cotizaciones'!M696,[[0.952]]
'Cotizaciones'!F697,[['MAG FORGE M100A']]
'Cotizaciones'!M697,[[0.9]]
'Cotizaciones'!F698,[['PSG650']]
'Cotizaciones'!M698,[[0.979]]
'Cotizaciones'!F699,[['Z1INSSO10PRO']]
'Cotizaciones'!M699,[[1.0]]
'Cotizaciones'!F701,[['Z1INSEQUISO']]
'Cotizaciones'!M701,[[1.0]]
'Cotizaciones'!F706,[['SNV2S/1000G']]
'Cotizaciones'!M706,[[0.906]]
'Cotizaciones'!F709,[['Z1INSSO10PRO']]
'Cotizaciones'!M709,[[1.0]]
'Cotizaciones'!F711,[['Z1INSEQUISO']]
'Cotizaciones'!M711,[[1.0]]
'Cotizaciones'!F715,[['100-100000263BOX']]
'Cotizaciones'!M715,[[0.896]]
'Cotizaciones'!F718,[['KF432C16BB2A/8']]
'Cotizaciones'!M718,[[0.933]]
'Cotizaciones'!F721,[['CC-H52FB-01']]
'Cotizaciones'!M721,[[0.881]]
'Cotizaciones'!F722,[['Z1INSSO10PRO']]
'Cotizaciones'!M722,[[1.0]]
'Cotizaciones'!F723,[['Z1INSEQUISO']]
'Cotizaciones'!M723,[[1.0]]
'Cotizaciones'!F724,[['100-100000592BOX']]
'Cotizaciones'!M724,[[0.923]]
'Cotizaciones'!F725,[['PRIME B650M-K']]
'Cotizaciones'!M725,[[0.882]]
'Cotizaciones'!F731,[['PSG650']]
'Cotizaciones'!M731,[[0.979]]
'Cotizaciones'!F732,[['Z1INSSO10PRO']]
'Cotizaciones'!M732,[[1.0]]
'Cotizaciones'!F733,[['Z1INSEQUISO']]
'Cotizaciones'!M733,[[1.0]]
'Cotizaciones'!F736,[['VCNRTXA200012GB-PB']]
'Cotizaciones'!M736,[[0.995]]
'Cotizaciones'!F737,[['KF552C40BBA-32']]
'Cotizaciones'!M737,[[0.947]]
'Cotizaciones'!F739,[['MAG CORELIQUID A13 240']]
'Cotizaciones'!M739,[[0.883]]
'Cotizaciones'!N739,[['WATERC']]
'Cotizaciones'!F741,[['CYBERCORE1300P-BKCUS']]
'Cotizaciones'!M741,[[0.988]]
'Cotizaciones'!F742,[['Z1INSSO10PRO']]
'Cotizaciones'!M742,[[1.0]]
'Cotizaciones'!F744,[['Z1INSEQUISO']]
'Cotizaciones'!M744,[[1.0]]
'Cotizaciones'!F745,[['100-100000065BOX']]
'Cotizaciones'!M745,[[0.915]]
'Cotizaciones'!F746,[['B450M DS3H V2']]
'Cotizaciones'!M746,[[0.981]]
'Cotizaciones'!F748,[['AX4U36008G18I-ST50']]
'Cotizaciones'!M748,[[1.0]]
'Cotizaciones'!F749,[['SNV2S/1000G']]
'Cotizaciones'!M749,[[0.988]]
'Cotizaciones'!F752,[['Z1INSSO10PRO']]
'Cotizaciones'!M752,[[1.0]]
'Cotizaciones'!F754,[['Z1INSEQUISO']]
'Cotizaciones'!M754,[[1.0]]
'Cotizaciones'!F755,[['100-100000252BOX']]
'Cotizaciones'!M755,[[0.941]]
'Cotizaciones'!F758,[['SNV2S/1000G']]
'Cotizaciones'!M758,[[0.988]]
'Cotizaciones'!F760,[['Z1INSSO10PRO']]
'Cotizaciones'!M760,[[1.0]]
'Cotizaciones'!F761,[['Z1INSEQUISO']]
'Cotizaciones'!M761,[[1.0]]
'Cotizaciones'!F766,[['SNV2S/1000G']]
'Cotizaciones'!M766,[[0.988]]
'Cotizaciones'!F767,[['WD20EARZ']]
'Cotizaciones'!M767,[[0.903]]
'Cotizaciones'!F771,[['Z1INSSO10PRO']]
'Cotizaciones'!M771,[[1.0]]
'Cotizaciones'!F772,[['Z1INSEQUISO']]
'Cotizaciones'!M772,[[1.0]]
'Cotizaciones'!F774,[['B450M DS3H V2']]
'Cotizaciones'!M774,[[0.981]]
'Cotizaciones'!F775,[['90-GA2RZZ-00UANH']]
'Cotizaciones'!M775,[[0.929]]
'Cotizaciones'!F776,[['AX4U320016G16A-ST50']]
'Cotizaciones'!M776,[[1.0]]
'Cotizaciones'!F777,[['SNV2S/1000G']]
'Cotizaciones'!M777,[[0.988]]
'Cotizaciones'!F778,[['COREREACTOR650G-BKCUS']]
'Cotizaciones'!M778,[[0.954]]
'Cotizaciones'!F780,[['Z1INSSO10PRO']]
'Cotizaciones'!M780,[[1.0]]
'Cotizaciones'!F781,[['Z1INSEQUISO']]
'Cotizaciones'!M781,[[1.0]]
'Cotizaciones'!F787,[['Z1INSSO10PRO']]
'Cotizaciones'!M787,[[1.0]]
'Cotizaciones'!F788,[['Z1INSEQUISO']]
'Cotizaciones'!M788,[[1.0]]
'Cotizaciones'!F789,[['100-100000263BOX']]
'Cotizaciones'!M789,[[0.955]]
'Cotizaciones'!F790,[['TUF GAMING B550-PLUS WIFI II']]
'Cotizaciones'!M790,[[0.947]]
'Cotizaciones'!F792,[['ALEG-700-512GCS']]
'Cotizaciones'!M792,[[0.952]]
'Cotizaciones'!F794,[['PYLON650B-BKCUS']]
'Cotizaciones'!M794,[[0.953]]
'Cotizaciones'!F796,[['Z1INSEQUISO']]
'Cotizaciones'!M796,[[1.0]]
'Cotizaciones'!F797,[['YD320GC5FIBOX']]
'Cotizaciones'!M797,[[1.0]]
'Cotizaciones'!F798,[['PRIME B550M-A AC']]
'Cotizaciones'!M798,[[0.885]]
'Cotizaciones'!F799,[['KF432C16BB/8']]
'Cotizaciones'!M799,[[0.931]]
'Cotizaciones'!F802,[['Z1INSSO10PRO']]
'Cotizaciones'!M802,[[1.0]]
'Cotizaciones'!F805,[['Z1INSEQUISO']]
'Cotizaciones'!M805,[[1.0]]
'Cotizaciones'!F809,[['KF552C40BB-16']]
'Cotizaciones'!M809,[[1.0]]
'Cotizaciones'!F810,[['SNV2S/1000G']]
'Cotizaciones'!M810,[[0.988]]
'Cotizaciones'!F811,[['SKC3000S/512G']]
'Cotizaciones'!M811,[[0.954]]
'Cotizaciones'!N811,[['SSD']]
'Cotizaciones'!F813,[['MPE-8501-AFAAG-U2']]
'Cotizaciones'!M813,[[0.946]]
'Cotizaciones'!F815,[['Z1INSSO10PRO']]
'Cotizaciones'!M815,[[1.0]]
'Cotizaciones'!F816,[['Z1INSEQUISO']]
'Cotizaciones'!M816,[[1.0]]
'Cotizaciones'!F817,[['100-100000063WOF']]
'Cotizaciones'!M817,[[0.892]]
'Cotizaciones'!F818,[['B550 GAMING X V2']]
'Cotizaciones'!M818,[[0.992]]
'Cotizaciones'!F819,[['GV-N3060WF2OC-12GD']]
'Cotizaciones'!M819,[[0.977]]
'Cotizaciones'!F820,[['PSP416G32002H1']]
'Cotizaciones'!M820,[[0.986]]
'Cotizaciones'!F821,[['SNV2S/1000G']]
'Cotizaciones'!M821,[[0.988]]
'Cotizaciones'!F824,[['Z1INSSO10PRO']]
'Cotizaciones'!M824,[[1.0]]
'Cotizaciones'!F825,[['NBMG2412C7']]
'Cotizaciones'!M825,[[0.901]]
'Cotizaciones'!N825,[['MONITOR']]
'Cotizaciones'!F826,[['Z1INSEQUISO']]
'Cotizaciones'!M826,[[1.0]]
'Cotizaciones'!F827,[['100-100000063WOF']]
'Cotizaciones'!M827,[[0.899]]
'Cotizaciones'!F828,[['B450M DS3H V2']]
'Cotizaciones'!M828,[[0.981]]
'Cotizaciones'!F830,[['AX4U320016G16A-SB10']]
'Cotizaciones'!M830,[[0.945]]
'Cotizaciones'!F831,[['SNV2S/1000G']]
'Cotizaciones'!M831,[[0.988]]
'Cotizaciones'!F832,[['RR-2V2E-18PK-R2']]
'Cotizaciones'!M832,[[0.929]]
'Cotizaciones'!F833,[['XZPS650B']]
'Cotizaciones'!M833,[[0.976]]
'Cotizaciones'!F835,[['Z1INSSO10PRO']]
'Cotizaciones'!M835,[[1.0]]
'Cotizaciones'!F837,[['Z1INSEQUISO']]
'Cotizaciones'!M837,[[1.0]]
'Cotizaciones'!F838,[['BX8071512400F']]
'Cotizaciones'!M838,[[0.917]]
'Cotizaciones'!F839,[['B660M DS3H DDR4']]
'Cotizaciones'!M839,[[0.972]]
'Cotizaciones'!F842,[['SNV2S/1000G']]
'Cotizaciones'!M842,[[0.988]]
'Cotizaciones'!F846,[['Z1INSSO10PRO']]
'Cotizaciones'!M846,[[1.0]]
'Cotizaciones'!F847,[['VG24VQ1B']]
'Cotizaciones'!M847,[[1.0]]
'Cotizaciones'!N847,[['MONITOR']]
'Cotizaciones'!F848,[['Z1INSEQUISO']]
'Cotizaciones'!M848,[[1.0]]
'Cotizaciones'!F849,[['B450M DS3H V2']]
'Cotizaciones'!M849,[[0.981]]
'Cotizaciones'!F851,[['KF426C16BB1/16']]
'Cotizaciones'!M851,[[0.924]]
'Cotizaciones'!F852,[['SNV2S/1000G']]
'Cotizaciones'!M852,[[0.988]]
'Cotizaciones'!F854,[['90DC0020-B30000']]
'Cotizaciones'!M854,[[0.897]]
'Cotizaciones'!F855,[['Z1INSSO10PRO']]
'Cotizaciones'!M855,[[1.0]]
'Cotizaciones'!F856,[['VG24VQ1B']]
'Cotizaciones'!M856,[[0.949]]
'Cotizaciones'!N856,[['MONITOR']]
'Cotizaciones'!F858,[['Z1INSEQUISO']]
'Cotizaciones'!M858,[[1.0]]
'Cotizaciones'!F861,[['KF432C16BB/16']]
'Cotizaciones'!M861,[[1.0]]
'Cotizaciones'!F864,[['Z1INSSO10PRO']]
'Cotizaciones'!M864,[[1.0]]
'Cotizaciones'!F865,[['920-002716']]
'Cotizaciones'!M865,[[1.0]]
'Cotizaciones'!F873,[['Z1INSEQUISO']]
'Cotizaciones'!M873,[[1.0]]
'Cotizaciones'!F877,[['KF432C16BB/32']]
'Cotizaciones'!M877,[[1.0]]
'Cotizaciones'!F881,[['KF432C16BB1/16']]
'Cotizaciones'!M881,[[1.0]]
'Cotizaciones'!F882,[['SNV2S/500G']]
'Cotizaciones'!M882,[[0.989]]
'Cotizaciones'!F886,[['Z1INSSO10PRO']]
'Cotizaciones'!M886,[[1.0]]
'Cotizaciones'!F887,[['Z1INSEQUISO']]
'Cotizaciones'!M887,[[1.0]]
'Cotizaciones'!F892,[['KF432C16BB1/16']]
'Cotizaciones'!M892,[[1.0]]
'Cotizaciones'!F893,[['SNV2S/1000G']]
'Cotizaciones'!M893,[[0.988]]
'Cotizaciones'!F895,[['Z1INSSO10PRO']]
'Cotizaciones'!M895,[[1.0]]
'Cotizaciones'!F897,[['BL.9BWWA.214']]
'Cotizaciones'!M897,[[0.964]]
'Cotizaciones'!F898,[['Z1INSEQUISO']]
'Cotizaciones'!M898,[[1.0]]
'Cotizaciones'!F899,[['100-100000063WOF']]
'Cotizaciones'!M899,[[0.892]]
'Cotizaciones'!F900,[['TUF GAMING B550-PLUS WIFI II']]
'Cotizaciones'!M900,[[0.947]]
'Cotizaciones'!F902,[['KF432C16BB/32']]
'Cotizaciones'!M902,[[1.0]]
'Cotizaciones'!F903,[['SNV2S/1000G']]
'Cotizaciones'!M903,[[0.988]]
'Cotizaciones'!N903,[['SSD']]
'Cotizaciones'!F907,[['Z1INSSO10PRO']]
'Cotizaciones'!M907,[[1.0]]
'Cotizaciones'!F908,[['Z1INSEQUISO']]
'Cotizaciones'!M908,[[1.0]]
'Cotizaciones'!F909,[['100-100000065BOX']]
'Cotizaciones'!M909,[[0.915]]
'Cotizaciones'!F912,[['AX4U320016G16A-SBKD35']]
'Cotizaciones'!M912,[[1.0]]
'Cotizaciones'!F913,[['SNV2S/1000G']]
'Cotizaciones'!M913,[[0.988]]
'Cotizaciones'!F914,[['COREREACTOR650G-BKCUS']]
'Cotizaciones'!M914,[[0.954]]
'Cotizaciones'!F915,[['DP-ATX-MATREXX50-AR-4F-NE']]
'Cotizaciones'!M915,[[0.991]]
'Cotizaciones'!F916,[['Z1INSSO10PRO']]
'Cotizaciones'!M916,[[1.0]]
'Cotizaciones'!F918,[['Z1INSEQUISO']]
'Cotizaciones'!M918,[[1.0]]
'Cotizaciones'!F919,[['BX8071513900KF']]
'Cotizaciones'!M919,[[1.0]]
'Cotizaciones'!F927,[['Z1INSSO10PRO']]
'Cotizaciones'!M927,[[1.0]]
'Cotizaciones'!F928,[['Z1INSEQUISO']]
'Cotizaciones'!M928,[[1.0]]
'Cotizaciones'!F931,[['KF432C16BB1/16']]
'Cotizaciones'!M931,[[1.0]]
'Cotizaciones'!F934,[['Z1INSSO10PRO']]
'Cotizaciones'!M934,[[1.0]]
'Cotizaciones'!F936,[['AC-939409']]
'Cotizaciones'!M936,[[0.911]]
'Cotizaciones'!F938,[['Z1INSEQUISO']]
'Cotizaciones'!M938,[[1.0]]
'Cotizaciones'!F939,[['910-004940']]
'Cotizaciones'!M939,[[0.887]]
'Cotizaciones'!N939,[['MOUSE']]
'Cotizaciones'!F942,[['100-100000252BOX']]
'Cotizaciones'!M942,[[0.896]]
'Cotizaciones'!F945,[['KF432C16BB1/16']]
'Cotizaciones'!M945,[[0.958]]
'Cotizaciones'!F948,[['Z1INSSO10PRO']]
'Cotizaciones'!M948,[[1.0]]
'Cotizaciones'!F953,[['Z1INSEQUISO']]
'Cotizaciones'!M953,[[1.0]]
'Cotizaciones'!F954,[['QM2382F']]
'Cotizaciones'!M954,[[0.885]]
'Cotizaciones'!N954,[['MONITOR']]
'Cotizaciones'!F955,[['100-100000263BOX']]
'Cotizaciones'!M955,[[0.955]]
'Cotizaciones'!F958,[['AX4U320016G16A-SB10']]
'Cotizaciones'!M958,[[0.945]]
'Cotizaciones'!F959,[['SNV2S/1000G']]
'Cotizaciones'!M959,[[0.988]]
'Cotizaciones'!F960,[['RR-2V2E-18PK-R2']]
'Cotizaciones'!M960,[[0.883]]
'Cotizaciones'!F963,[['Z1INSSO10PRO']]
'Cotizaciones'!M963,[[1.0]]
'Cotizaciones'!F964,[['Z1INSEQUISO']]
'Cotizaciones'!M964,[[1.0]]
'Cotizaciones'!F965,[['100-100000457BOX']]
'Cotizaciones'!M965,[[0.907]]
'Cotizaciones'!F966,[['TUF GAMING A520M-PLUS WIFI']]
'Cotizaciones'!M966,[[0.889]]
'Cotizaciones'!F969,[['SNV2S/1000G']]
'Cotizaciones'!M969,[[0.988]]
'Cotizaciones'!F972,[['Z1INSSO10PRO']]
'Cotizaciones'!M972,[[1.0]]
'Cotizaciones'!F976,[['Z1INSEQUISO']]
'Cotizaciones'!M976,[[1.0]]
'Cotizaciones'!F977,[['100-100000263BOX']]
'Cotizaciones'!M977,[[0.955]]
'Cotizaciones'!F980,[['KF432C16BB1/16']]
'Cotizaciones'!M980,[[1.0]]
'Cotizaciones'!F981,[['SNV2S/1000G']]
'Cotizaciones'!M981,[[0.988]]
'Cotizaciones'!F984,[['Z1INSSO10PRO']]
'Cotizaciones'!M984,[[1.0]]
'Cotizaciones'!F986,[['Z1INSEQUISO']]
'Cotizaciones'!M986,[[1.0]]
'Cotizaciones'!F989,[['AX4U320016G16A-SBKD35']]
'Cotizaciones'!M989,[[1.0]]
'Cotizaciones'!F990,[['ALEG-700-256GCS']]
'Cotizaciones'!M990,[[0.946]]
'Cotizaciones'!F991,[['ST1000DM014']]
'Cotizaciones'!M991,[[0.912]]
'Cotizaciones'!F992,[['RR-212S-20PK-R2']]
'Cotizaciones'!M992,[[0.9]]
'Cotizaciones'!F993,[['TR-600CUS']]
'Cotizaciones'!M993,[[0.973]]
'Cotizaciones'!F995,[['Z1INSEQUISO']]
'Cotizaciones'!M995,[[1.0]]
'Cotizaciones'!F1000,[['SKC3000S/1024G']]
'Cotizaciones'!M1000,[[0.996]]
'Cotizaciones'!F1001,[['NH-L9A-AM4']]
'Cotizaciones'!M1001,[[0.9]]
'Cotizaciones'!F1004,[['Z1INSSO10PRO']]
'Cotizaciones'!M1004,[[1.0]]
'Cotizaciones'!F1006,[['VENTO120ARGB-BKCWW']]
'Cotizaciones'!M1006,[[0.973]]
'Cotizaciones'!N1006,[['FAN']]
'Cotizaciones'!F1008,[['Z1INSEQUISO']]
'Cotizaciones'!M1008,[[1.0]]
'Cotizaciones'!F1010,[['STPMOT3B']]
'Cotizaciones'!M1010,[[0.904]]
'Cotizaciones'!N1010,[['MONITOR']]
'Cotizaciones'!F1012,[['TUF GAMING A520M-PLUS WIFI']]
'Cotizaciones'!M1012,[[0.889]]
'Cotizaciones'!F1014,[['AX4U32008G16A-ST50']]
'Cotizaciones'!M1014,[[1.0]]
'Cotizaciones'!F1017,[['Z1INSSO10PRO']]
'Cotizaciones'!M1017,[[1.0]]
'Cotizaciones'!F1018,[['Z1INSEQUISO']]
'Cotizaciones'!M1018,[[1.0]]
'Cotizaciones'!F1019,[['100-100000065BOX']]
'Cotizaciones'!M1019,[[0.897]]
'Cotizaciones'!F1027,[['Z1INSSO10PRO']]
'Cotizaciones'!M1027,[[1.0]]
'Cotizaciones'!F1028,[['Z1INSEQUISO']]
'Cotizaciones'!M1028,[[1.0]]
'Cotizaciones'!F1029,[['100-100000926WOF']]
'Cotizaciones'!M1029,[[0.899]]
'Cotizaciones'!F1030,[['TUF GAMING B550-PLUS WIFI II']]
'Cotizaciones'!M1030,[[0.883]]
'Cotizaciones'!F1033,[['SNV2S/1000G']]
'Cotizaciones'!M1033,[[0.988]]
'Cotizaciones'!F1034,[['MLW-D24M-A18PZ-RW']]
'Cotizaciones'!M1034,[[0.907]]
'Cotizaciones'!N1034,[['WATERC']]
'Cotizaciones'!F1037,[['Z1INSSO10PRO']]
'Cotizaciones'!M1037,[[1.0]]
'Cotizaciones'!F1039,[['Z1PAQU2021']]
'Cotizaciones'!M1039,[[1.0]]
'Cotizaciones'!N1039,[['INSTALACION']]
'Cotizaciones'!F1040,[['Z1INSEQUISO']]
'Cotizaciones'!M1040,[[1.0]]
'Cotizaciones'!F1044,[['AX4U320032G16A-ST50']]
'Cotizaciones'!M1044,[[1.0]]
'Cotizaciones'!F1045,[['SNV2S/1000G']]
'Cotizaciones'!M1045,[[0.988]]
'Cotizaciones'!F1048,[['CYLON 700W']]
'Cotizaciones'!M1048,[[0.937]]
'Cotizaciones'!F1049,[['CRUISERST-BKCWW']]
'Cotizaciones'!M1049,[[0.905]]
'Cotizaciones'!F1050,[['Z1INSSO10PRO']]
'Cotizaciones'!M1050,[[1.0]]
'Cotizaciones'!F1051,[['Z1INSEQUISO']]
'Cotizaciones'!M1051,[[1.0]]
'Cotizaciones'!F1052,[['Z1PAQU2021']]
'Cotizaciones'!M1052,[[0.962]]
'Cotizaciones'!N1052,[['INSTALACION']]
'Cotizaciones'!F1053,[['100-100000926WOF']]
'Cotizaciones'!M1053,[[0.899]]
'Cotizaciones'!F1055,[['GV-N3060WF2OC-12GD']]
'Cotizaciones'!M1055,[[1.0]]
'Cotizaciones'!F1057,[['SKC3000S/1024G']]
'Cotizaciones'!M1057,[[0.996]]
'Cotizaciones'!F1058,[['MAM-T4PN-218PC-R1']]
'Cotizaciones'!M1058,[[0.905]]
'Cotizaciones'!F1059,[['CYLON 700W']]
'Cotizaciones'!M1059,[[0.937]]
'Cotizaciones'!F1061,[['Z1INSSO10PRO']]
'Cotizaciones'!M1061,[[1.0]]
'Cotizaciones'!F1062,[['Z1INSEQUISO']]
'Cotizaciones'!M1062,[[0.947]]
'Cotizaciones'!F1065,[['KF432C16BB1/16']]
'Cotizaciones'!M1065,[[1.0]]
'Cotizaciones'!F1066,[['SNV2S/500G']]
'Cotizaciones'!M1066,[[0.989]]
'Cotizaciones'!F1068,[['Z1INSSO10PRO']]
'Cotizaciones'!M1068,[[1.0]]
'Cotizaciones'!F1069,[['920-004430']]
'Cotizaciones'!M1069,[[1.0]]
'Cotizaciones'!F1071,[['Z1INSEQUISO']]
'Cotizaciones'!M1071,[[0.947]]
'Cotizaciones'!F1074,[['KF432C16BB/8']]
'Cotizaciones'!M1074,[[1.0]]
'Cotizaciones'!F1077,[['Z1INSSO10PRO']]
'Cotizaciones'!M1077,[[1.0]]
'Cotizaciones'!F1078,[['920-004430']]
'Cotizaciones'!M1078,[[1.0]]
'Cotizaciones'!F1080,[['Z1INSEQUISO']]
'Cotizaciones'!M1080,[[0.947]]
'Cotizaciones'!F1084,[['ALEG-700-512GCS']]
'Cotizaciones'!M1084,[[0.952]]
'Cotizaciones'!F1087,[['Z1INSSO10PRO']]
'Cotizaciones'!M1087,[[1.0]]
'Cotizaciones'!F1088,[['920-007901']]
'Cotizaciones'!M1088,[[1.0]]
'Cotizaciones'!N1088,[['KEYBOARD']]
'Cotizaciones'!F1089,[['Z1INSEQUISO']]
'Cotizaciones'!M1089,[[0.947]]
'Cotizaciones'!F1091,[['100-100000926WOF']]
'Cotizaciones'!M1091,[[0.889]]
'Cotizaciones'!F1095,[['SNV2S/1000G']]
'Cotizaciones'!M1095,[[0.988]]
'Cotizaciones'!F1099,[['Z1INSSO10PRO']]
'Cotizaciones'!M1099,[[1.0]]
'Cotizaciones'!F1100,[['Z1INSEQUISO']]
'Cotizaciones'!M1100,[[0.947]]
'Cotizaciones'!F1101,[['100-100000910WOF']]
'Cotizaciones'!M1101,[[0.95]]
'Cotizaciones'!F1109,[['Z1INSSO10PRO']]
'Cotizaciones'!M1109,[[1.0]]
'Cotizaciones'!F1110,[['Z1INSEQUISO']]
'Cotizaciones'!M1110,[[0.947]]
'Cotizaciones'!F1111,[['100-100000910WOF']]
'Cotizaciones'!M1111,[[0.95]]
'Cotizaciones'!F1119,[['Z1INSSO10PRO']]
'Cotizaciones'!M1119,[[1.0]]
'Cotizaciones'!F1120,[['Z1INSEQUISO']]
'Cotizaciones'!M1120,[[0.947]]
'Cotizaciones'!F1121,[['100-100000063WOF']]
'Cotizaciones'!M1121,[[0.891]]
'Cotizaciones'!F1125,[['SNV2S/1000G']]
'Cotizaciones'!M1125,[[0.988]]
'Cotizaciones'!F1129,[['Z1INSSO10PRO']]
'Cotizaciones'!M1129,[[1.0]]
'Cotizaciones'!F1130,[['Z1INSEQUISO']]
'Cotizaciones'!M1130,[[0.947]]
'Cotizaciones'!F1131,[['BX8071513900KF']]
'Cotizaciones'!M1131,[[0.934]]
'Cotizaciones'!F1134,[['KF556C36BWEAK2-64']]
'Cotizaciones'!M1134,[[0.962]]
'Cotizaciones'!F1136,[['RL-KR360-W1']]
'Cotizaciones'!M1136,[[0.965]]
'Cotizaciones'!N1136,[['WATERC']]
'Cotizaciones'!F1137,[['GP-UD1000GM PG5']]
'Cotizaciones'!M1137,[[0.952]]
'Cotizaciones'!F1138,[['CC-H61FW-01']]
'Cotizaciones'!M1138,[[1.0]]
'Cotizaciones'!F1139,[['Z1INSSO10PRO']]
'Cotizaciones'!M1139,[[1.0]]
'Cotizaciones'!F1140,[['RF-R12SF-W1']]
'Cotizaciones'!M1140,[[1.0]]
'Cotizaciones'!N1140,[['FAN']]
'Cotizaciones'!F1141,[['Z1INSEQUISO']]
'Cotizaciones'!M1141,[[0.947]]
'Cotizaciones'!F1142,[['100-100000926WOF']]
'Cotizaciones'!M1142,[[0.89]]
'Cotizaciones'!F1145,[['KF432C16BB2A/16']]
'Cotizaciones'!M1145,[[0.88]]
'Cotizaciones'!F1146,[['SNV2S/1000G']]
'Cotizaciones'!M1146,[[0.988]]
'Cotizaciones'!F1147,[['RR-H410-20PC-R1']]
'Cotizaciones'!M1147,[[0.914]]
'Cotizaciones'!F1150,[['Z1INSSO10PRO']]
'Cotizaciones'!M1150,[[1.0]]
'Cotizaciones'!F1151,[['Z1INSEQUISO']]
'Cotizaciones'!M1151,[[0.947]]
'Cotizaciones'!F1153,[['KF432C16BB2A/16']]
'Cotizaciones'!M1153,[[0.88]]
'Cotizaciones'!F1154,[['SNV2S/1000G']]
'Cotizaciones'!M1154,[[0.988]]
'Cotizaciones'!F1158,[['Z1INSSO10PRO']]
'Cotizaciones'!M1158,[[1.0]]
'Cotizaciones'!F1159,[['VENTO120ARGB-BKCWW']]
'Cotizaciones'!M1159,[[0.973]]
'Cotizaciones'!N1159,[['FAN']]
'Cotizaciones'!F1160,[['Z1INSEQUISO']]
'Cotizaciones'!M1160,[[0.947]]
'Cotizaciones'!F1162,[['A520M K V2']]
'Cotizaciones'!M1162,[[0.881]]
'Cotizaciones'!F1163,[['KF432C16BB1/16']]
'Cotizaciones'!M1163,[[1.0]]
'Cotizaciones'!F1164,[['SNV2S/1000G']]
'Cotizaciones'!M1164,[[0.988]]
'Cotizaciones'!F1166,[['Z1INSSO10PRO']]
'Cotizaciones'!M1166,[[1.0]]
'Cotizaciones'!F1167,[['Z1INSEQUISO']]
'Cotizaciones'!M1167,[[0.947]]
'Cotizaciones'!F1169,[['ROG STRIX B650E-F GAMING WIFI']]
'Cotizaciones'!M1169,[[1.0]]
'Cotizaciones'!F1176,[['Z1INSSO10PRO']]
'Cotizaciones'!M1176,[[1.0]]
'Cotizaciones'!F1177,[['Z1INSEQUISO']]
'Cotizaciones'!M1177,[[0.947]]
'Cotizaciones'!F1178,[['BX8071512900F']]
'Cotizaciones'!M1178,[[0.897]]
'Cotizaciones'!F1186,[['Z1INSSO10PRO']]
'Cotizaciones'!M1186,[[1.0]]
'Cotizaciones'!F1187,[['Z1INSEQUISO']]
'Cotizaciones'!M1187,[[0.947]]
'Cotizaciones'!F1188,[['100-100000065BOX']]
'Cotizaciones'!M1188,[[0.889]]
'Cotizaciones'!F1191,[['KF432C16BB2A/8']]
'Cotizaciones'!M1191,[[0.892]]
'Cotizaciones'!F1192,[['SNV2S/500G']]
'Cotizaciones'!M1192,[[0.989]]
'Cotizaciones'!F1195,[['Z1INSSO10PRO']]
'Cotizaciones'!M1195,[[1.0]]
'Cotizaciones'!F1196,[['Z1INSEQUISO']]
'Cotizaciones'!M1196,[[0.947]]
'Cotizaciones'!F1197,[['100-100000147BOX']]
'Cotizaciones'!M1197,[[0.898]]
'Cotizaciones'!F1198,[['A520M K V2']]
'Cotizaciones'!M1198,[[0.881]]
'Cotizaciones'!F1199,[['KF432C16BB1/16']]
'Cotizaciones'!M1199,[[1.0]]
'Cotizaciones'!F1200,[['SNV2S/1000G']]
'Cotizaciones'!M1200,[[0.988]]
'Cotizaciones'!F1201,[['AC-935838']]
'Cotizaciones'!M1201,[[0.916]]
'Cotizaciones'!F1202,[['Z1INSSO10PRO']]
'Cotizaciones'!M1202,[[1.0]]
'Cotizaciones'!F1203,[['Z1INSEQUISO']]
'Cotizaciones'!M1203,[[0.947]]
'Cotizaciones'!F1204,[['100-100000147BOX']]
'Cotizaciones'!M1204,[[0.898]]
'Cotizaciones'!F1205,[['A520M K V2']]
'Cotizaciones'!M1205,[[0.881]]
'Cotizaciones'!F1206,[['KF432C16BB1/16']]
'Cotizaciones'!M1206,[[1.0]]
'Cotizaciones'!F1207,[['SNV2S/1000G']]
'Cotizaciones'!M1207,[[0.988]]
'Cotizaciones'!F1208,[['AC-935838']]
'Cotizaciones'!M1208,[[0.916]]
'Cotizaciones'!F1209,[['Z1INSSO10PRO']]
'Cotizaciones'!M1209,[[1.0]]
