range,values
'Cotizaciones'!F17624,[['PRIME B550M-A AC']]
'Cotizaciones'!M17624,[[1.0]]
'Cotizaciones'!N17624,[['MOBO']]
'Cotizaciones'!F17626,[['AX4U320016G16A-SBKD35']]
'Cotizaciones'!M17626,[[1.0]]
'Cotizaciones'!N17626,[['RAM']]
'Cotizaciones'!F17627,[['SNV3S/1000G']]
'Cotizaciones'!M17627,[[1.0]]
'Cotizaciones'!N17627,[['SSD']]
'Cotizaciones'!F17628,[['SSR-650GB3']]
'Cotizaciones'!M17628,[[1.0]]
'Cotizaciones'!N17628,[['PSU']]
'Cotizaciones'!F17630,[['Z1INSSO11']]
'Cotizaciones'!M17630,[[1.0]]
'Cotizaciones'!N17630,[['Sistema operativo']]
'Cotizaciones'!F17631,[['AC-936750']]
'Cotizaciones'!M17631,[[1.0]]
'Cotizaciones'!N17631,[['KITKM']]
'Cotizaciones'!F17632,[['Z1INSEQUI']]
'Cotizaciones'!M17632,[[1.0]]
'Cotizaciones'!N17632,[['Instalación']]
'Cotizaciones'!F17633,[['100-100000591WOF']]
'Cotizaciones'!M17633,[[1.0]]
'Cotizaciones'!N17633,[['CPU']]
'Cotizaciones'!F17634,[['ROG STRIX B650E-F GAMING WIFI']]
'Cotizaciones'!M17634,[[1.0]]
'Cotizaciones'!N17634,[['MOBO']]
'Cotizaciones'!F17635,[['KF552C40BB-32']]
'Cotizaciones'!M17635,[[1.0]]
'Cotizaciones'!N17635,[['RAM']]
'Cotizaciones'!F17636,[['SNV3S/1000G']]
'Cotizaciones'!M17636,[[1.0]]
'Cotizaciones'!N17636,[['SSD']]
'Cotizaciones'!F17637,[['MLW-D36M-A18PZ-R1']]
'Cotizaciones'!M17637,[[1.0]]
'Cotizaciones'!N17637,[['WATERC']]
'Cotizaciones'!F17638,[['MAG A850GL PCIE5 II']]
'Cotizaciones'!M17638,[[1.0]]
'Cotizaciones'!N17638,[['PSU']]
'Cotizaciones'!F17639,[['R-MORPHEUS-BKAPA1-G-1']]
'Cotizaciones'!M17639,[[1.0]]
'Cotizaciones'!N17639,[['CASE']]
'Cotizaciones'!F17640,[['Z1INSSO11']]
'Cotizaciones'!M17640,[[1.0]]
'Cotizaciones'!N17640,[['Sistema operativo']]
'Cotizaciones'!F17641,[['Z1INSEQUI']]
'Cotizaciones'!M17641,[[1.0]]
'Cotizaciones'!N17641,[['Instalación']]
'Cotizaciones'!F17642,[['SNV3S/2000G']]
'Cotizaciones'!M17642,[[0.94]]
'Cotizaciones'!N17642,[['SSD']]
'Cotizaciones'!F17643,[['Z1INSSO11']]
'Cotizaciones'!M17643,[[1.0]]
'Cotizaciones'!N17643,[['Sistema operativo']]
'Cotizaciones'!F17644,[['Z1MANT']]
'Cotizaciones'!M17644,[[0.96]]
'Cotizaciones'!N17644,[['SERVICE']]
'Cotizaciones'!F17645,[['Z1INSEQUI']]
'Cotizaciones'!M17645,[[1.0]]
'Cotizaciones'!N17645,[['Instalación']]
'Cotizaciones'!F17646,[['BX8071512400']]
'Cotizaciones'!M17646,[[1.0]]
'Cotizaciones'!N17646,[['CPU']]
'Cotizaciones'!F17647,[['PRO B760M-G DDR4']]
'Cotizaciones'!M17647,[[0.92]]
'Cotizaciones'!N17647,[['MOBO']]
'Cotizaciones'!F17648,[['KF432C16BB1/16']]
'Cotizaciones'!M17648,[[1.0]]
'Cotizaciones'!N17648,[['RAM']]
'Cotizaciones'!F17649,[['SNV3S/500G']]
'Cotizaciones'!M17649,[[1.0]]
'Cotizaciones'!N17649,[['SSD']]
'Cotizaciones'!F17650,[['ST1000VX013']]
'Cotizaciones'!M17650,[[1.0]]
'Cotizaciones'!N17650,[['HDD']]
'Cotizaciones'!F17651,[['AC-933063']]
'Cotizaciones'!M17651,[[0.94]]
'Cotizaciones'!N17651,[['CASE']]
'Cotizaciones'!F17652,[['Z1INSSO11']]
'Cotizaciones'!M17652,[[1.0]]
'Cotizaciones'!N17652,[['Sistema operativo']]
'Cotizaciones'!F17653,[['Z1PAQU365']]
'Cotizaciones'!M17653,[[0.95]]
'Cotizaciones'!N17653,[['INSTALACION']]
'Cotizaciones'!F17654,[['Z1INSEQUI']]
'Cotizaciones'!M17654,[[1.0]]
'Cotizaciones'!N17654,[['Instalación']]
'Cotizaciones'!F17655,[['BX8071512400']]
'Cotizaciones'!M17655,[[1.0]]
'Cotizaciones'!N17655,[['CPU']]
'Cotizaciones'!F17656,[['PRO B760M-G DDR4']]
'Cotizaciones'!M17656,[[0.92]]
'Cotizaciones'!N17656,[['MOBO']]
'Cotizaciones'!F17657,[['KF432C16BB1/16']]
'Cotizaciones'!M17657,[[1.0]]
'Cotizaciones'!N17657,[['RAM']]
'Cotizaciones'!F17658,[['SNV3S/500G']]
'Cotizaciones'!M17658,[[1.0]]
'Cotizaciones'!N17658,[['SSD']]
'Cotizaciones'!F17659,[['ST1000VX013']]
'Cotizaciones'!M17659,[[1.0]]
'Cotizaciones'!N17659,[['HDD']]
'Cotizaciones'!F17660,[['AC-933063']]
'Cotizaciones'!M17660,[[0.94]]
'Cotizaciones'!N17660,[['CASE']]
'Cotizaciones'!F17661,[['Z1INSSO11']]
'Cotizaciones'!M17661,[[1.0]]
'Cotizaciones'!N17661,[['Sistema operativo']]
'Cotizaciones'!F17662,[['Z1PAQU365']]
'Cotizaciones'!M17662,[[0.95]]
'Cotizaciones'!N17662,[['INSTALACION']]
'Cotizaciones'!F17663,[['Z1INSEQUI']]
'Cotizaciones'!M17663,[[1.0]]
'Cotizaciones'!N17663,[['Instalación']]
'Cotizaciones'!F17664,[['BX8071512400']]
'Cotizaciones'!M17664,[[1.0]]
'Cotizaciones'!N17664,[['CPU']]
'Cotizaciones'!F17665,[['PRO B760M-G DDR4']]
'Cotizaciones'!M17665,[[0.92]]
'Cotizaciones'!N17665,[['MOBO']]
'Cotizaciones'!F17666,[['KF432C16BB1/16']]
'Cotizaciones'!M17666,[[1.0]]
'Cotizaciones'!N17666,[['RAM']]
'Cotizaciones'!F17667,[['SNV3S/500G']]
'Cotizaciones'!M17667,[[1.0]]
'Cotizaciones'!N17667,[['SSD']]
'Cotizaciones'!F17668,[['ST1000VX013']]
'Cotizaciones'!M17668,[[1.0]]
'Cotizaciones'!N17668,[['HDD']]
'Cotizaciones'!F17669,[['AC-933063']]
'Cotizaciones'!M17669,[[0.94]]
'Cotizaciones'!N17669,[['CASE']]
'Cotizaciones'!F17670,[['Z1INSSO11']]
'Cotizaciones'!M17670,[[1.0]]
'Cotizaciones'!N17670,[['Sistema operativo']]
'Cotizaciones'!F17671,[['Z1SERVEMP']]
'Cotizaciones'!M17671,[[1.0]]
'Cotizaciones'!N17671,[['SERVICE']]
'Cotizaciones'!F17672,[['Z1PAQU365']]
'Cotizaciones'!M17672,[[0.95]]
'Cotizaciones'!N17672,[['INSTALACION']]
'Cotizaciones'!F17673,[['Z1INSEQUI']]
'Cotizaciones'!M17673,[[1.0]]
'Cotizaciones'!N17673,[['Instalación']]
'Cotizaciones'!F17674,[['100-100001582BOX']]
'Cotizaciones'!M17674,[[1.0]]
'Cotizaciones'!N17674,[['CPU']]
'Cotizaciones'!F17675,[['TUF GAMING B550M-PLUS WIFI II']]
'Cotizaciones'!M17675,[[1.0]]
'Cotizaciones'!N17675,[['MOBO']]
'Cotizaciones'!F17676,[['GV-N4060WF2OC-8GD']]
'Cotizaciones'!M17676,[[1.0]]
'Cotizaciones'!N17676,[['GPU']]
'Cotizaciones'!F17677,[['KF432C16BB1/16']]
'Cotizaciones'!M17677,[[1.0]]
'Cotizaciones'!N17677,[['RAM']]
'Cotizaciones'!F17678,[['SNV3S/1000G']]
'Cotizaciones'!M17678,[[1.0]]
'Cotizaciones'!N17678,[['SSD']]
'Cotizaciones'!F17679,[['MLW-D36M-A18PZ-R1']]
'Cotizaciones'!M17679,[[1.0]]
'Cotizaciones'!N17679,[['WATERC']]
'Cotizaciones'!F17680,[['SSR-650GB3']]
'Cotizaciones'!M17680,[[1.0]]
'Cotizaciones'!N17680,[['PSU']]
'Cotizaciones'!F17681,[['0-761345-10043-4']]
'Cotizaciones'!M17681,[[0.93]]
'Cotizaciones'!N17681,[['CASE']]
'Cotizaciones'!F17682,[['Z1INSSO11']]
'Cotizaciones'!M17682,[[1.0]]
'Cotizaciones'!N17682,[['Sistema operativo']]
'Cotizaciones'!F17683,[['Z1INSEQUI']]
'Cotizaciones'!M17683,[[1.0]]
'Cotizaciones'!N17683,[['Instalación']]
'Cotizaciones'!F17684,[['100-100000743BOX']]
'Cotizaciones'!M17684,[[0.91]]
'Cotizaciones'!N17684,[['CPU']]
'Cotizaciones'!F17685,[['PRIME B550M-A AC']]
'Cotizaciones'!M17685,[[1.0]]
'Cotizaciones'!N17685,[['MOBO']]
'Cotizaciones'!F17686,[['90YV0K60-M0AA00']]
'Cotizaciones'!M17686,[[0.94]]
'Cotizaciones'!N17686,[['GPU']]
'Cotizaciones'!F17687,[['KF432C16BB1/16']]
'Cotizaciones'!M17687,[[1.0]]
'Cotizaciones'!N17687,[['RAM']]
'Cotizaciones'!F17688,[['SNV3S/1000G']]
'Cotizaciones'!M17688,[[1.0]]
'Cotizaciones'!N17688,[['SSD']]
'Cotizaciones'!F17689,[['SSR-650GB3']]
'Cotizaciones'!M17689,[[1.0]]
'Cotizaciones'!N17689,[['PSU']]
'Cotizaciones'!F17690,[['0-761345-10175-2']]
'Cotizaciones'!M17690,[[0.94]]
'Cotizaciones'!N17690,[['CASE']]
'Cotizaciones'!F17691,[['Z1INSSO11']]
'Cotizaciones'!M17691,[[1.0]]
'Cotizaciones'!N17691,[['Sistema operativo']]
'Cotizaciones'!F17692,[['Z1INSEQUI']]
'Cotizaciones'!M17692,[[1.0]]
'Cotizaciones'!N17692,[['Instalación']]
'Cotizaciones'!F17693,[['100-100000514WOF']]
'Cotizaciones'!M17693,[[1.0]]
'Cotizaciones'!N17693,[['CPU']]
'Cotizaciones'!F17694,[['B650 AERO G (REV. 1.0)']]
'Cotizaciones'!M17694,[[0.98]]
'Cotizaciones'!N17694,[['MOBO']]
'Cotizaciones'!F17695,[['GV-N5070AERO OC-12GD']]
'Cotizaciones'!M17695,[[1.0]]
'Cotizaciones'!N17695,[['GPU']]
'Cotizaciones'!F17696,[['KF556C36BWEAK2-64']]
'Cotizaciones'!M17696,[[1.0]]
'Cotizaciones'!N17696,[['RAM']]
'Cotizaciones'!F17697,[['SNV3S/2000G']]
'Cotizaciones'!M17697,[[1.0]]
'Cotizaciones'!N17697,[['SSD']]
'Cotizaciones'!F17700,[['BR-941471']]
'Cotizaciones'!M17700,[[0.93]]
'Cotizaciones'!N17700,[['CASE']]
'Cotizaciones'!F17701,[['Z1INSSO10']]
'Cotizaciones'!M17701,[[0.94]]
'Cotizaciones'!N17701,[['Sistema operativo']]
'Cotizaciones'!F17702,[['Z1INSEQUI']]
'Cotizaciones'!M17702,[[1.0]]
'Cotizaciones'!N17702,[['Instalación']]
'Cotizaciones'!F17704,[['B760 GAMING PLUS WIFI']]
'Cotizaciones'!M17704,[[0.91]]
'Cotizaciones'!N17704,[['MOBO']]
'Cotizaciones'!F17705,[['G5070-12S2C']]
'Cotizaciones'!M17705,[[0.92]]
'Cotizaciones'!N17705,[['GPU']]
'Cotizaciones'!F17706,[['KF556C40BBA-32']]
'Cotizaciones'!M17706,[[1.0]]
'Cotizaciones'!N17706,[['RAM']]
'Cotizaciones'!F17707,[['SNV3S/1000G']]
'Cotizaciones'!M17707,[[1.0]]
'Cotizaciones'!N17707,[['SSD']]
'Cotizaciones'!F17708,[['MLW-D24M-A18PS-R1']]
'Cotizaciones'!M17708,[[0.91]]
'Cotizaciones'!N17708,[['WATERC']]
'Cotizaciones'!F17711,[['Z1INSSO10']]
'Cotizaciones'!M17711,[[0.94]]
'Cotizaciones'!N17711,[['Sistema operativo']]
'Cotizaciones'!F17712,[['XSKTALRW1B']]
'Cotizaciones'!M17712,[[1.0]]
'Cotizaciones'!N17712,[['KITKM']]
'Cotizaciones'!F17713,[['Z1INSEQUI']]
'Cotizaciones'!M17713,[[1.0]]
'Cotizaciones'!N17713,[['Instalación']]
'Cotizaciones'!F17715,[['B760 GAMING PLUS WIFI']]
'Cotizaciones'!M17715,[[0.91]]
'Cotizaciones'!N17715,[['MOBO']]
'Cotizaciones'!F17716,[['GV-N4060WF2OC-8GD']]
'Cotizaciones'!M17716,[[1.0]]
'Cotizaciones'!N17716,[['GPU']]
'Cotizaciones'!F17717,[['KF556C40BBA-32']]
'Cotizaciones'!M17717,[[1.0]]
'Cotizaciones'!N17717,[['RAM']]
'Cotizaciones'!F17718,[['SNV3S/1000G']]
'Cotizaciones'!M17718,[[1.0]]
'Cotizaciones'!N17718,[['SSD']]
'Cotizaciones'!F17719,[['RR-S4KK-25SN-R1']]
'Cotizaciones'!M17719,[[1.0]]
'Cotizaciones'!N17719,[['AIRC']]
'Cotizaciones'!F17720,[['SSR-650GB3']]
'Cotizaciones'!M17720,[[1.0]]
'Cotizaciones'!N17720,[['PSU']]
'Cotizaciones'!F17722,[['Z1INSSO10']]
'Cotizaciones'!M17722,[[0.94]]
'Cotizaciones'!N17722,[['Sistema operativo']]
'Cotizaciones'!F17723,[['Z1INSEQUI']]
'Cotizaciones'!M17723,[[1.0]]
'Cotizaciones'!N17723,[['Instalación']]
'Cotizaciones'!F17724,[['100-100000252BOX']]
'Cotizaciones'!M17724,[[1.0]]
'Cotizaciones'!N17724,[['CPU']]
'Cotizaciones'!F17725,[['PRIME B550M-A AC']]
'Cotizaciones'!M17725,[[1.0]]
'Cotizaciones'!N17725,[['MOBO']]
'Cotizaciones'!F17726,[['KF432C16BB/16']]
'Cotizaciones'!M17726,[[1.0]]
'Cotizaciones'!N17726,[['RAM']]
'Cotizaciones'!F17727,[['SNV3S/500G']]
'Cotizaciones'!M17727,[[1.0]]
'Cotizaciones'!N17727,[['SSD']]
'Cotizaciones'!F17728,[['AC-933063']]
'Cotizaciones'!M17728,[[0.94]]
'Cotizaciones'!N17728,[['CASE']]
'Cotizaciones'!F17729,[['Z1INSSO10']]
'Cotizaciones'!M17729,[[0.94]]
'Cotizaciones'!N17729,[['Sistema operativo']]
'Cotizaciones'!F17730,[['Z1INSEQUI']]
'Cotizaciones'!M17730,[[1.0]]
'Cotizaciones'!N17730,[['Instalación']]
'Cotizaciones'!F17731,[['100-100000719WOF']]
'Cotizaciones'!M17731,[[1.0]]
'Cotizaciones'!N17731,[['CPU']]
'Cotizaciones'!F17733,[['Z1INSSO10']]
'Cotizaciones'!M17733,[[0.94]]
'Cotizaciones'!N17733,[['Sistema operativo']]
'Cotizaciones'!F17734,[['Z1INSEQUI']]
'Cotizaciones'!M17734,[[1.0]]
'Cotizaciones'!N17734,[['Instalación']]
'Cotizaciones'!F17735,[['BX80768265K']]
'Cotizaciones'!M17735,[[1.0]]
'Cotizaciones'!N17735,[['CPU']]
'Cotizaciones'!F17736,[['TUF GAMING Z890-PLUS WIFI']]
'Cotizaciones'!M17736,[[1.0]]
'Cotizaciones'!N17736,[['MOBO']]
'Cotizaciones'!F17737,[['GV-N5070EAGLE OC-12GD']]
'Cotizaciones'!M17737,[[1.0]]
'Cotizaciones'!N17737,[['GPU']]
'Cotizaciones'!F17738,[['KF556C40BBA-32']]
'Cotizaciones'!M17738,[[1.0]]
'Cotizaciones'!N17738,[['RAM']]
'Cotizaciones'!F17740,[['MLW-D36M-A18PZ-R1']]
'Cotizaciones'!M17740,[[1.0]]
'Cotizaciones'!N17740,[['WATERC']]
'Cotizaciones'!F17742,[['0-761345-10033-5']]
'Cotizaciones'!M17742,[[0.89]]
'Cotizaciones'!N17742,[['CASE']]
'Cotizaciones'!F17743,[['Z1INSSO10']]
'Cotizaciones'!M17743,[[0.94]]
'Cotizaciones'!N17743,[['Sistema operativo']]
'Cotizaciones'!F17744,[['Z1INSEQUI']]
'Cotizaciones'!M17744,[[1.0]]
'Cotizaciones'!N17744,[['Instalación']]
'Cotizaciones'!F17745,[['100-100000252BOX']]
'Cotizaciones'!M17745,[[1.0]]
'Cotizaciones'!N17745,[['CPU']]
'Cotizaciones'!F17746,[['PRIME B550M-A AC']]
'Cotizaciones'!M17746,[[1.0]]
'Cotizaciones'!N17746,[['MOBO']]
'Cotizaciones'!F17747,[['KF432C16BB/16']]
'Cotizaciones'!M17747,[[1.0]]
'Cotizaciones'!N17747,[['RAM']]
'Cotizaciones'!F17749,[['AC-933063']]
'Cotizaciones'!M17749,[[0.94]]
'Cotizaciones'!N17749,[['CASE']]
'Cotizaciones'!F17750,[['Z1INSSO10']]
'Cotizaciones'!M17750,[[0.94]]
'Cotizaciones'!N17750,[['Sistema operativo']]
'Cotizaciones'!F17751,[['Z1INSEQUI']]
'Cotizaciones'!M17751,[[1.0]]
'Cotizaciones'!N17751,[['Instalación']]
'Cotizaciones'!F17752,[['100-100000457BOX']]
'Cotizaciones'!M17752,[[1.0]]
'Cotizaciones'!N17752,[['CPU']]
'Cotizaciones'!F17753,[['PRIME B550M-A AC']]
'Cotizaciones'!M17753,[[1.0]]
'Cotizaciones'!N17753,[['MOBO']]
'Cotizaciones'!F17754,[['90YV0K60-M0AA00']]
'Cotizaciones'!M17754,[[0.94]]
'Cotizaciones'!N17754,[['GPU']]
'Cotizaciones'!F17755,[['AX4U320016G16A-SBKD35']]
'Cotizaciones'!M17755,[[1.0]]
'Cotizaciones'!N17755,[['RAM']]
'Cotizaciones'!F17756,[['SNV3S/500G']]
'Cotizaciones'!M17756,[[1.0]]
'Cotizaciones'!N17756,[['SSD']]
'Cotizaciones'!F17757,[['GP-P650G-US']]
'Cotizaciones'!M17757,[[1.0]]
'Cotizaciones'!N17757,[['PSU']]
'Cotizaciones'!F17758,[['0-761345-10175-2']]
'Cotizaciones'!M17758,[[0.94]]
'Cotizaciones'!N17758,[['CASE']]
'Cotizaciones'!F17759,[['Z1INSSO11']]
'Cotizaciones'!M17759,[[1.0]]
'Cotizaciones'!N17759,[['Sistema operativo']]
'Cotizaciones'!F17760,[['Z1INSEQUI']]
'Cotizaciones'!M17760,[[1.0]]
'Cotizaciones'!N17760,[['Instalación']]
'Cotizaciones'!F17761,[['100-100001582BOX']]
'Cotizaciones'!M17761,[[1.0]]
'Cotizaciones'!N17761,[['CPU']]
'Cotizaciones'!F17762,[['ROG STRIX B550-F GAMING WIFI II']]
'Cotizaciones'!M17762,[[1.0]]
'Cotizaciones'!N17762,[['MOBO']]
'Cotizaciones'!F17763,[['GV-N506TEAGLEOC ICE-16GD']]
'Cotizaciones'!M17763,[[0.98]]
'Cotizaciones'!N17763,[['GPU']]
'Cotizaciones'!F17764,[['KF432C16BB1/16']]
'Cotizaciones'!M17764,[[1.0]]
'Cotizaciones'!N17764,[['RAM']]
'Cotizaciones'!F17765,[['SNV3S/1000G']]
'Cotizaciones'!M17765,[[0.89]]
'Cotizaciones'!N17765,[['SSD']]
'Cotizaciones'!F17766,[['RR-212S-25PZ-R1']]
'Cotizaciones'!M17766,[[0.93]]
'Cotizaciones'!N17766,[['AIRC']]
'Cotizaciones'!F17767,[['G12-GC-850']]
'Cotizaciones'!M17767,[[0.98]]
'Cotizaciones'!N17767,[['PSU']]
'Cotizaciones'!F17768,[['0-761345-10036-6']]
'Cotizaciones'!M17768,[[0.9]]
'Cotizaciones'!N17768,[['CASE']]
'Cotizaciones'!F17769,[['Z1INSSO10']]
'Cotizaciones'!M17769,[[0.94]]
'Cotizaciones'!N17769,[['Sistema operativo']]
'Cotizaciones'!F17770,[['Z1INSEQUI']]
'Cotizaciones'!M17770,[[1.0]]
'Cotizaciones'!N17770,[['Instalación']]
'Cotizaciones'!F17771,[['BX8071512700']]
'Cotizaciones'!M17771,[[1.0]]
'Cotizaciones'!N17771,[['CPU']]
'Cotizaciones'!F17772,[['PRO B760M-G DDR4']]
'Cotizaciones'!M17772,[[0.92]]
'Cotizaciones'!N17772,[['MOBO']]
'Cotizaciones'!F17773,[['KF432C16BB1/16']]
'Cotizaciones'!M17773,[[1.0]]
'Cotizaciones'!N17773,[['RAM']]
'Cotizaciones'!F17774,[['SNV3S/500G']]
'Cotizaciones'!M17774,[[1.0]]
'Cotizaciones'!N17774,[['SSD']]
'Cotizaciones'!F17775,[['AC-933063']]
'Cotizaciones'!M17775,[[0.94]]
'Cotizaciones'!N17775,[['CASE']]
'Cotizaciones'!F17776,[['Z1INSSO10']]
'Cotizaciones'!M17776,[[0.94]]
'Cotizaciones'!N17776,[['Sistema operativo']]
'Cotizaciones'!F17777,[['AC-936354']]
'Cotizaciones'!M17777,[[1.0]]
'Cotizaciones'!N17777,[['KITKM']]
'Cotizaciones'!F17778,[['XSMO277B']]
'Cotizaciones'!M17778,[[0.94]]
'Cotizaciones'!N17778,[['MONITOR']]
'Cotizaciones'!F17780,[['Z1PAQU2021']]
'Cotizaciones'!M17780,[[1.0]]
'Cotizaciones'!N17780,[['INSTALACION']]
'Cotizaciones'!F17782,[['Z1INSEQUI']]
'Cotizaciones'!M17782,[[1.0]]
'Cotizaciones'!N17782,[['Instalación']]
'Cotizaciones'!F17783,[['TUF GAMING B550M-PLUS WIFI II']]
'Cotizaciones'!M17783,[[1.0]]
'Cotizaciones'!N17783,[['MOBO']]
'Cotizaciones'!F17785,[['Z1INSEQUI']]
'Cotizaciones'!M17785,[[1.0]]
'Cotizaciones'!N17785,[['Instalación']]
'Cotizaciones'!F17786,[['YD3200C5FHBOX']]
'Cotizaciones'!M17786,[[1.0]]
'Cotizaciones'!N17786,[['CPU']]
'Cotizaciones'!F17788,[['AX4U320016G16A-SB10']]
'Cotizaciones'!M17788,[[0.95]]
'Cotizaciones'!N17788,[['RAM']]
'Cotizaciones'!F17789,[['ALEG-700-256GCS']]
'Cotizaciones'!M17789,[[0.99]]
'Cotizaciones'!N17789,[['SSD']]
'Cotizaciones'!F17791,[['AC-933063']]
'Cotizaciones'!M17791,[[1.0]]
'Cotizaciones'!N17791,[['CASE']]
'Cotizaciones'!F17792,[['Z1INSSO10']]
'Cotizaciones'!M17792,[[0.94]]
'Cotizaciones'!N17792,[['Sistema operativo']]
'Cotizaciones'!F17793,[['Z1PAQU365']]
'Cotizaciones'!M17793,[[0.98]]
'Cotizaciones'!N17793,[['INSTALACION']]
'Cotizaciones'!F17794,[['Z1INSEQUI']]
'Cotizaciones'!M17794,[[1.0]]
'Cotizaciones'!N17794,[['Instalación']]
'Cotizaciones'!F17795,[['100-100000457BOX']]
'Cotizaciones'!M17795,[[1.0]]
'Cotizaciones'!N17795,[['CPU']]
'Cotizaciones'!F17796,[['PRIME B550M-A AC']]
'Cotizaciones'!M17796,[[1.0]]
'Cotizaciones'!N17796,[['MOBO']]
'Cotizaciones'!F17797,[['RX7600 8G-F']]
'Cotizaciones'!M17797,[[1.0]]
'Cotizaciones'!N17797,[['GPU']]
'Cotizaciones'!F17798,[['AX4U320016G16A-SBKD35']]
'Cotizaciones'!M17798,[[1.0]]
'Cotizaciones'!N17798,[['RAM']]
'Cotizaciones'!F17799,[['SNV3S/1000G']]
'Cotizaciones'!M17799,[[1.0]]
'Cotizaciones'!N17799,[['SSD']]
'Cotizaciones'!F17800,[['GP-P650G-US']]
'Cotizaciones'!M17800,[[1.0]]
'Cotizaciones'!N17800,[['PSU']]
'Cotizaciones'!F17801,[['0-761345-10175-2']]
'Cotizaciones'!M17801,[[0.94]]
'Cotizaciones'!N17801,[['CASE']]
'Cotizaciones'!F17802,[['Z1INSSO10']]
'Cotizaciones'!M17802,[[0.94]]
'Cotizaciones'!N17802,[['Sistema operativo']]
'Cotizaciones'!F17803,[['Z1INSEQUI']]
'Cotizaciones'!M17803,[[1.0]]
'Cotizaciones'!N17803,[['Instalación']]
'Cotizaciones'!F17804,[['100-100000926WOF']]
'Cotizaciones'!M17804,[[1.0]]
'Cotizaciones'!N17804,[['CPU']]
'Cotizaciones'!F17805,[['PRIME B550M-A AC']]
'Cotizaciones'!M17805,[[1.0]]
'Cotizaciones'!N17805,[['MOBO']]
'Cotizaciones'!F17807,[['AX4U320016G16A-SBKD35']]
'Cotizaciones'!M17807,[[1.0]]
'Cotizaciones'!N17807,[['RAM']]
'Cotizaciones'!F17808,[['SNV3S/500G']]
'Cotizaciones'!M17808,[[1.0]]
'Cotizaciones'!N17808,[['SSD']]
'Cotizaciones'!F17813,[['Z1INSSO10']]
'Cotizaciones'!M17813,[[0.94]]
'Cotizaciones'!N17813,[['Sistema operativo']]
'Cotizaciones'!F17814,[['XSKTALRW1B']]
'Cotizaciones'!M17814,[[1.0]]
'Cotizaciones'!N17814,[['KITKM']]
'Cotizaciones'!F17815,[['XZMXZ46B']]
'Cotizaciones'!M17815,[[1.0]]
'Cotizaciones'!N17815,[['MONITOR']]
'Cotizaciones'!F17816,[['Z1INSEQUI']]
'Cotizaciones'!M17816,[[1.0]]
'Cotizaciones'!N17816,[['Instalación']]
'Cotizaciones'!F17817,[['100-100001581WOF']]
'Cotizaciones'!M17817,[[1.0]]
'Cotizaciones'!N17817,[['CPU']]
'Cotizaciones'!F17818,[['TUF GAMING B550M-PLUS WIFI II']]
'Cotizaciones'!M17818,[[1.0]]
'Cotizaciones'!N17818,[['MOBO']]
'Cotizaciones'!F17819,[['GV-N506TEAGLEOC ICE-16GD']]
'Cotizaciones'!M17819,[[0.98]]
'Cotizaciones'!N17819,[['GPU']]
'Cotizaciones'!F17820,[['KF432C16BB1/16']]
'Cotizaciones'!M17820,[[1.0]]
'Cotizaciones'!N17820,[['RAM']]
'Cotizaciones'!F17821,[['SNV3S/1000G']]
'Cotizaciones'!M17821,[[0.89]]
'Cotizaciones'!N17821,[['SSD']]
'Cotizaciones'!F17822,[['MLW-D24M-A18PS-R1']]
'Cotizaciones'!M17822,[[0.91]]
'Cotizaciones'!N17822,[['WATERC']]
'Cotizaciones'!F17823,[['G12-GC-850']]
'Cotizaciones'!M17823,[[0.98]]
'Cotizaciones'!N17823,[['PSU']]
'Cotizaciones'!F17824,[['0-761345-10036-6']]
'Cotizaciones'!M17824,[[0.9]]
'Cotizaciones'!N17824,[['CASE']]
'Cotizaciones'!F17825,[['Z1INSSO10']]
'Cotizaciones'!M17825,[[0.94]]
'Cotizaciones'!N17825,[['Sistema operativo']]
'Cotizaciones'!F17826,[['Z1INSEQUI']]
'Cotizaciones'!M17826,[[1.0]]
'Cotizaciones'!N17826,[['Instalación']]
'Cotizaciones'!F17827,[['100-100000590BOX']]
'Cotizaciones'!M17827,[[1.0]]
'Cotizaciones'!N17827,[['CPU']]
'Cotizaciones'!F17828,[['B650 AERO G_OP']]
'Cotizaciones'!M17828,[[0.95]]
'Cotizaciones'!N17828,[['MOBO']]
'Cotizaciones'!F17830,[['KF556C40BBA-32']]
'Cotizaciones'!M17830,[[1.0]]
'Cotizaciones'!N17830,[['RAM']]
'Cotizaciones'!F17831,[['SNV3S/1000G']]
'Cotizaciones'!M17831,[[1.0]]
'Cotizaciones'!N17831,[['SSD']]
'Cotizaciones'!F17832,[['MLW-D36M-A18PZ-R1']]
'Cotizaciones'!M17832,[[1.0]]
'Cotizaciones'!N17832,[['WATERC']]
'Cotizaciones'!F17835,[['Z1INSSO10']]
'Cotizaciones'!M17835,[[0.94]]
'Cotizaciones'!N17835,[['Sistema operativo']]
'Cotizaciones'!F17836,[['Z1INSEQUI']]
'Cotizaciones'!M17836,[[1.0]]
'Cotizaciones'!N17836,[['Instalación']]
'Cotizaciones'!F17837,[['100-100001582BOX']]
'Cotizaciones'!M17837,[[1.0]]
'Cotizaciones'!N17837,[['CPU']]
'Cotizaciones'!F17838,[['TUF GAMING B550M-PLUS WIFI II']]
'Cotizaciones'!M17838,[[1.0]]
'Cotizaciones'!N17838,[['MOBO']]
'Cotizaciones'!F17839,[['GV-N506TEAGLE OC-16GD']]
