range,values
'Cotizaciones'!F478,[['GV-N1650OC-4GD']]
'Cotizaciones'!M478,[[0.94]]
'Cotizaciones'!N478,[['GPU']]
'Cotizaciones'!F481,[['WD10EZEX']]
'Cotizaciones'!M481,[[0.88]]
'Cotizaciones'!N481,[['HDD']]
'Cotizaciones'!F485,[['Z1INSSO10PRO']]
'Cotizaciones'!M485,[[1.0]]
'Cotizaciones'!N485,[['Sistema operativo']]
'Cotizaciones'!F486,[['AD4S32008G22-SGN']]
'Cotizaciones'!M486,[[0.99]]
'Cotizaciones'!N486,[['RAM']]
'Cotizaciones'!F487,[['BX8071512400F']]
'Cotizaciones'!M487,[[0.91]]
'Cotizaciones'!N487,[['CPU']]
'Cotizaciones'!F490,[['KF426C16BB1/16']]
'Cotizaciones'!M490,[[0.93]]
'Cotizaciones'!N490,[['RAM']]
'Cotizaciones'!F494,[['Z1INSSO10PRO']]
'Cotizaciones'!M494,[[1.0]]
'Cotizaciones'!N494,[['Sistema operativo']]
'Cotizaciones'!F495,[['BX8071514900KF']]
'Cotizaciones'!M495,[[0.95]]
'Cotizaciones'!N495,[['CPU']]
'Cotizaciones'!F496,[['90MB1FC0-M0EAY0']]
'Cotizaciones'!M496,[[0.97]]
'Cotizaciones'!N496,[['MOBO']]
'Cotizaciones'!F497,[['GEFORCE RTX 3060 VENTUS 2X 12G OC']]
'Cotizaciones'!M497,[[0.98]]
'Cotizaciones'!N497,[['GPU']]
'Cotizaciones'!F498,[['KF556C36BWEAK2-64']]
'Cotizaciones'!M498,[[0.95]]
'Cotizaciones'!N498,[['RAM']]
'Cotizaciones'!F499,[['AGAMMIXS70B-4T-CS']]
'Cotizaciones'!M499,[[0.93]]
'Cotizaciones'!N499,[['SSD']]
'Cotizaciones'!F500,[['90RC00J1-M0UAY0']]
'Cotizaciones'!M500,[[0.94]]
'Cotizaciones'!N500,[['WATERC']]
'Cotizaciones'!F501,[['GP-UD1000GM-PG5']]
'Cotizaciones'!M501,[[0.97]]
'Cotizaciones'!N501,[['PSU']]
'Cotizaciones'!F502,[['PROART PA602']]
'Cotizaciones'!M502,[[1.0]]
'Cotizaciones'!N502,[['CASE']]
'Cotizaciones'!F503,[['Z1INSSO10PRO']]
'Cotizaciones'!M503,[[1.0]]
'Cotizaciones'!N503,[['Sistema operativo']]
'Cotizaciones'!F504,[['Z1INSEQUI']]
'Cotizaciones'!M504,[[1.0]]
'Cotizaciones'!N504,[['SERVICE']]
'Cotizaciones'!F508,[['KF426C16BB1/16']]
'Cotizaciones'!M508,[[0.93]]
'Cotizaciones'!N508,[['RAM']]
'Cotizaciones'!F512,[['Z1INSSO10PRO']]
'Cotizaciones'!M512,[[1.0]]
'Cotizaciones'!N512,[['Sistema operativo']]
'Cotizaciones'!F515,[['N730K-2GD3H/LPV1']]
'Cotizaciones'!M515,[[1.0]]
'Cotizaciones'!N515,[['GPU']]
'Cotizaciones'!F516,[['KF426C16BB1/16']]
'Cotizaciones'!M516,[[0.93]]
'Cotizaciones'!N516,[['RAM']]
'Cotizaciones'!F522,[['Z1INSSO10PRO']]
'Cotizaciones'!M522,[[1.0]]
'Cotizaciones'!N522,[['Sistema operativo']]
'Cotizaciones'!F525,[['BX8071513900KF']]
'Cotizaciones'!M525,[[0.93]]
'Cotizaciones'!N525,[['CPU']]
'Cotizaciones'!F528,[['KF556C40BBA-32']]
'Cotizaciones'!M528,[[0.96]]
'Cotizaciones'!N528,[['RAM']]
'Cotizaciones'!F530,[['AORUS WATERFORCE X 360']]
'Cotizaciones'!M530,[[0.97]]
'Cotizaciones'!N530,[['WATERC']]
'Cotizaciones'!F532,[['GB-AC700G']]
'Cotizaciones'!M532,[[0.98]]
'Cotizaciones'!N532,[['CASE']]
'Cotizaciones'!F533,[['Z1INSSO10PRO']]
'Cotizaciones'!M533,[[1.0]]
'Cotizaciones'!N533,[['Sistema operativo']]
'Cotizaciones'!F534,[['Z1INSEQUISO']]
'Cotizaciones'!M534,[[1.0]]
'Cotizaciones'!N534,[['SERVICE']]
'Cotizaciones'!F536,[['B450M DS3H V2']]
'Cotizaciones'!M536,[[0.98]]
'Cotizaciones'!N536,[['MOBO']]
'Cotizaciones'!F539,[['SNV2S/1000G']]
'Cotizaciones'!M539,[[0.99]]
'Cotizaciones'!N539,[['SSD']]
'Cotizaciones'!F542,[['Z1INSSO10PRO']]
'Cotizaciones'!M542,[[1.0]]
'Cotizaciones'!N542,[['Sistema operativo']]
'Cotizaciones'!F543,[['Z1INSEQUISO']]
'Cotizaciones'!M543,[[1.0]]
'Cotizaciones'!N543,[['SERVICE']]
'Cotizaciones'!F544,[['100-100000263BOX']]
'Cotizaciones'!M544,[[0.92]]
'Cotizaciones'!N544,[['CPU']]
'Cotizaciones'!F547,[['KF432C16BB1/16']]
'Cotizaciones'!M547,[[1.0]]
'Cotizaciones'!N547,[['RAM']]
'Cotizaciones'!F548,[['SNV2S/1000G']]
'Cotizaciones'!M548,[[0.99]]
'Cotizaciones'!N548,[['SSD']]
'Cotizaciones'!F550,[['MPE-8501-ACAAG-U2']]
'Cotizaciones'!M550,[[1.0]]
'Cotizaciones'!N550,[['PSU']]
'Cotizaciones'!F552,[['Z1INSSO10PRO']]
'Cotizaciones'!M552,[[1.0]]
'Cotizaciones'!N552,[['Sistema operativo']]
'Cotizaciones'!F553,[['Z1INSEQUISO']]
'Cotizaciones'!M553,[[1.0]]
'Cotizaciones'!N553,[['SERVICE']]
'Cotizaciones'!F557,[['KF552C40BB-16']]
'Cotizaciones'!M557,[[1.0]]
'Cotizaciones'!N557,[['RAM']]
'Cotizaciones'!F561,[['MAG FORGE M100A']]
'Cotizaciones'!M561,[[0.9]]
'Cotizaciones'!N561,[['CASE']]
'Cotizaciones'!F562,[['Z1INSSO10PRO']]
'Cotizaciones'!M562,[[1.0]]
'Cotizaciones'!N562,[['Sistema operativo']]
'Cotizaciones'!F563,[['Z1INSEQUISO']]
'Cotizaciones'!M563,[[1.0]]
'Cotizaciones'!N563,[['SERVICE']]
'Cotizaciones'!F567,[['AX4U320016G16A-ST50']]
'Cotizaciones'!M567,[[1.0]]
'Cotizaciones'!N567,[['RAM']]
'Cotizaciones'!F568,[['SNV2S/1000G']]
'Cotizaciones'!M568,[[0.99]]
'Cotizaciones'!N568,[['SSD']]
'Cotizaciones'!F572,[['Z1INSSO10PRO']]
'Cotizaciones'!M572,[[1.0]]
'Cotizaciones'!N572,[['Sistema operativo']]
'Cotizaciones'!F573,[['Z1INSEQUISO']]
'Cotizaciones'!M573,[[1.0]]
'Cotizaciones'!N573,[['SERVICE']]
'Cotizaciones'!F574,[['100-100000263BOX']]
'Cotizaciones'!M574,[[0.95]]
'Cotizaciones'!N574,[['CPU']]
'Cotizaciones'!F581,[['CA-1X2-00M1WN-01']]
'Cotizaciones'!M581,[[0.94]]
'Cotizaciones'!N581,[['CASE']]
'Cotizaciones'!F582,[['Z1INSSO10PRO']]
'Cotizaciones'!M582,[[1.0]]
'Cotizaciones'!N582,[['Sistema operativo']]
'Cotizaciones'!F584,[['Z1INSEQUISO']]
'Cotizaciones'!M584,[[1.0]]
'Cotizaciones'!N584,[['SERVICE']]
'Cotizaciones'!F586,[['PRIME A520M-A II/CSM']]
'Cotizaciones'!M586,[[0.91]]
'Cotizaciones'!N586,[['MOBO']]
'Cotizaciones'!F587,[['KF436C17BB/8']]
'Cotizaciones'!M587,[[0.95]]
'Cotizaciones'!N587,[['RAM']]
'Cotizaciones'!F588,[['ALEG-700-512GCS']]
'Cotizaciones'!M588,[[0.97]]
'Cotizaciones'!N588,[['SSD']]
'Cotizaciones'!F589,[['PSG650']]
'Cotizaciones'!M589,[[0.98]]
'Cotizaciones'!N589,[['PSU']]
'Cotizaciones'!F590,[['Z1INSSO10PRO']]
'Cotizaciones'!M590,[[1.0]]
'Cotizaciones'!N590,[['Sistema operativo']]
'Cotizaciones'!F591,[['MFW-B2DN-12NFA-S2']]
'Cotizaciones'!M591,[[0.91]]
'Cotizaciones'!N591,[['FAN']]
'Cotizaciones'!F592,[['Z1INSEQUISO']]
'Cotizaciones'!M592,[[0.95]]
'Cotizaciones'!N592,[['SERVICE']]
'Cotizaciones'!F593,[['100-100000457BOX']]
'Cotizaciones'!M593,[[0.88]]
'Cotizaciones'!N593,[['CPU']]
'Cotizaciones'!F594,[['A520M H']]
'Cotizaciones'!M594,[[1.0]]
'Cotizaciones'!N594,[['MOBO']]
'Cotizaciones'!F596,[['KF432C16BB/16']]
'Cotizaciones'!M596,[[0.98]]
'Cotizaciones'!N596,[['RAM']]
'Cotizaciones'!F600,[['Z1INSSO10PRO']]
'Cotizaciones'!M600,[[1.0]]
'Cotizaciones'!N600,[['Sistema operativo']]
'Cotizaciones'!F602,[['100-100000457BOX']]
'Cotizaciones'!M602,[[0.88]]
'Cotizaciones'!N602,[['CPU']]
'Cotizaciones'!F603,[['A520M H']]
'Cotizaciones'!M603,[[1.0]]
'Cotizaciones'!N603,[['MOBO']]
'Cotizaciones'!F605,[['KF432C16BB/16']]
'Cotizaciones'!M605,[[0.98]]
'Cotizaciones'!N605,[['RAM']]
'Cotizaciones'!F609,[['Z1INSSO10PRO']]
'Cotizaciones'!M609,[[1.0]]
'Cotizaciones'!N609,[['Sistema operativo']]
'Cotizaciones'!F611,[['100-100000457BOX']]
'Cotizaciones'!M611,[[0.88]]
'Cotizaciones'!N611,[['CPU']]
'Cotizaciones'!F612,[['A520M H']]
'Cotizaciones'!M612,[[1.0]]
'Cotizaciones'!N612,[['MOBO']]
'Cotizaciones'!F614,[['KF432C16BB/16']]
'Cotizaciones'!M614,[[0.98]]
'Cotizaciones'!N614,[['RAM']]
'Cotizaciones'!F616,[['RAVE 3 ARGB']]
'Cotizaciones'!M616,[[0.93]]
'Cotizaciones'!N616,[['AIRC']]
'Cotizaciones'!F619,[['Z1INSSO10PRO']]
'Cotizaciones'!M619,[[1.0]]
'Cotizaciones'!N619,[['Sistema operativo']]
'Cotizaciones'!F621,[['BX8071512600KF']]
'Cotizaciones'!M621,[[0.99]]
'Cotizaciones'!N621,[['CPU']]
'Cotizaciones'!F622,[['B660M DS3H DDR4']]
'Cotizaciones'!M622,[[0.98]]
'Cotizaciones'!N622,[['MOBO']]
'Cotizaciones'!F624,[['KF432C16BB/16']]
'Cotizaciones'!M624,[[0.98]]
'Cotizaciones'!N624,[['RAM']]
'Cotizaciones'!F625,[['SNV2S/1000G']]
'Cotizaciones'!M625,[[0.99]]
'Cotizaciones'!N625,[['SSD']]
'Cotizaciones'!F627,[['RAVE 3 ARGB']]
'Cotizaciones'!M627,[[0.93]]
'Cotizaciones'!N627,[['AIRC']]
'Cotizaciones'!F630,[['Z1INSSO10PRO']]
'Cotizaciones'!M630,[[1.0]]
'Cotizaciones'!N630,[['Sistema operativo']]
'Cotizaciones'!F634,[['KF432C16BB2A/8']]
'Cotizaciones'!M634,[[0.93]]
'Cotizaciones'!N634,[['RAM']]
'Cotizaciones'!F639,[['PSG650']]
'Cotizaciones'!M639,[[0.98]]
'Cotizaciones'!N639,[['PSU']]
'Cotizaciones'!F640,[['Z1INSEQUISO']]
'Cotizaciones'!M640,[[0.92]]
'Cotizaciones'!N640,[['SERVICE']]
'Cotizaciones'!F649,[['Z1INSSO10PRO']]
'Cotizaciones'!M649,[[1.0]]
'Cotizaciones'!N649,[['Sistema operativo']]
'Cotizaciones'!F650,[['Z1INSEQUISO']]
'Cotizaciones'!M650,[[0.92]]
'Cotizaciones'!N650,[['SERVICE']]
'Cotizaciones'!F652,[['B660M DS3H DDR4']]
'Cotizaciones'!M652,[[0.97]]
'Cotizaciones'!N652,[['MOBO']]
'Cotizaciones'!F654,[['KF426C16BB1/16']]
'Cotizaciones'!M654,[[0.93]]
'Cotizaciones'!N654,[['RAM']]
'Cotizaciones'!F656,[['ST1000DM014']]
'Cotizaciones'!M656,[[0.91]]
'Cotizaciones'!N656,[['HDD']]
'Cotizaciones'!F659,[['Z1INSSO10PRO']]
'Cotizaciones'!M659,[[1.0]]
'Cotizaciones'!N659,[['Sistema operativo']]
'Cotizaciones'!F661,[['Z1INSEQUISO']]
'Cotizaciones'!M661,[[0.92]]
'Cotizaciones'!N661,[['SERVICE']]
'Cotizaciones'!F663,[['B450M DS3H V2']]
'Cotizaciones'!M663,[[0.98]]
'Cotizaciones'!N663,[['MOBO']]
'Cotizaciones'!F664,[['ZT-B50600F-10M']]
'Cotizaciones'!M664,[[0.94]]
'Cotizaciones'!N664,[['GPU']]
'Cotizaciones'!F665,[['AX4U320016G16A-ST50']]
'Cotizaciones'!M665,[[0.93]]
'Cotizaciones'!N665,[['RAM']]
'Cotizaciones'!F666,[['SNV2S/1000G']]
'Cotizaciones'!M666,[[0.99]]
'Cotizaciones'!N666,[['SSD']]
'Cotizaciones'!F667,[['385VM70.0004']]
'Cotizaciones'!M667,[[0.96]]
'Cotizaciones'!N667,[['CASE']]
'Cotizaciones'!F668,[['PYLON650B-BKCUS']]
'Cotizaciones'!M668,[[0.95]]
'Cotizaciones'!N668,[['PSU']]
'Cotizaciones'!F669,[['Z1INSSO10PRO']]
'Cotizaciones'!M669,[[1.0]]
'Cotizaciones'!N669,[['Sistema operativo']]
'Cotizaciones'!F670,[['Z1INSEQUISO']]
'Cotizaciones'!M670,[[0.92]]
'Cotizaciones'!N670,[['SERVICE']]
'Cotizaciones'!F672,[['B450 AORUS ELITE V2']]
'Cotizaciones'!M672,[[1.0]]
'Cotizaciones'!N672,[['MOBO']]
'Cotizaciones'!F674,[['KF432C16BB/16']]
'Cotizaciones'!M674,[[1.0]]
'Cotizaciones'!N674,[['RAM']]
'Cotizaciones'!F678,[['920-008673']]
'Cotizaciones'!M678,[[1.0]]
'Cotizaciones'!N678,[['KITKM']]
'Cotizaciones'!F679,[['GW2480L']]
'Cotizaciones'!M679,[[1.0]]
'Cotizaciones'!N679,[['MONITOR']]
'Cotizaciones'!F681,[['Z1INSEQUISO']]
'Cotizaciones'!M681,[[1.0]]
'Cotizaciones'!N681,[['SERVICE']]
'Cotizaciones'!F682,[['100-100000252BOX']]
'Cotizaciones'!M682,[[0.94]]
'Cotizaciones'!N682,[['CPU']]
'Cotizaciones'!F685,[['P300P128GM28']]
'Cotizaciones'!M685,[[0.95]]
'Cotizaciones'!N685,[['SSD']]
'Cotizaciones'!F687,[['Z1INSSO10']]
'Cotizaciones'!M687,[[1.0]]
'Cotizaciones'!N687,[['Sistema operativo']]
'Cotizaciones'!F688,[['AC-928984']]
'Cotizaciones'!M688,[[0.96]]
'Cotizaciones'!N688,[['KITKM']]
'Cotizaciones'!F691,[['Z1INSEQUISO']]
'Cotizaciones'!M691,[[1.0]]
'Cotizaciones'!N691,[['SERVICE']]
'Cotizaciones'!F693,[['PRIME B650M-K']]
'Cotizaciones'!M693,[[0.88]]
'Cotizaciones'!N693,[['MOBO']]
'Cotizaciones'!F696,[['ALEG-700-512GCS']]
'Cotizaciones'!M696,[[0.95]]
'Cotizaciones'!N696,[['SSD']]
'Cotizaciones'!F697,[['MAG FORGE M100A']]
'Cotizaciones'!M697,[[0.9]]
'Cotizaciones'!N697,[['CASE']]
'Cotizaciones'!F698,[['PSG650']]
'Cotizaciones'!M698,[[0.98]]
'Cotizaciones'!N698,[['PSU']]
'Cotizaciones'!F699,[['Z1INSSO10PRO']]
'Cotizaciones'!M699,[[1.0]]
'Cotizaciones'!N699,[['Sistema operativo']]
'Cotizaciones'!F701,[['Z1INSEQUISO']]
'Cotizaciones'!M701,[[1.0]]
'Cotizaciones'!N701,[['SERVICE']]
'Cotizaciones'!F704,[['RTX 5060 8G VENTUS 3X OC']]
'Cotizaciones'!M704,[[0.88]]
'Cotizaciones'!N704,[['GPU']]
'Cotizaciones'!F706,[['SNV2S/1000G']]
'Cotizaciones'!M706,[[0.91]]
'Cotizaciones'!N706,[['SSD']]
'Cotizaciones'!F709,[['Z1INSSO10PRO']]
'Cotizaciones'!M709,[[1.0]]
'Cotizaciones'!N709,[['Sistema operativo']]
'Cotizaciones'!F711,[['Z1INSEQUISO']]
'Cotizaciones'!M711,[[1.0]]
'Cotizaciones'!N711,[['SERVICE']]
'Cotizaciones'!F715,[['100-100000263BOX']]
'Cotizaciones'!M715,[[0.9]]
'Cotizaciones'!N715,[['CPU']]
'Cotizaciones'!F718,[['KF432C16BB2A/8']]
'Cotizaciones'!M718,[[0.93]]
'Cotizaciones'!N718,[['RAM']]
'Cotizaciones'!F721,[['CC-H52FB-01']]
'Cotizaciones'!M721,[[0.88]]
'Cotizaciones'!N721,[['CASE']]
'Cotizaciones'!F722,[['Z1INSSO10PRO']]
'Cotizaciones'!M722,[[1.0]]
'Cotizaciones'!N722,[['Sistema operativo']]
'Cotizaciones'!F723,[['Z1INSEQUISO']]
'Cotizaciones'!M723,[[1.0]]
'Cotizaciones'!N723,[['SERVICE']]
'Cotizaciones'!F724,[['100-100000592BOX']]
'Cotizaciones'!M724,[[0.92]]
'Cotizaciones'!N724,[['CPU']]
'Cotizaciones'!F725,[['PRIME B650M-K']]
'Cotizaciones'!M725,[[0.88]]
'Cotizaciones'!N725,[['MOBO']]
'Cotizaciones'!F731,[['PSG650']]
'Cotizaciones'!M731,[[0.98]]
'Cotizaciones'!N731,[['PSU']]
'Cotizaciones'!F732,[['Z1INSSO10PRO']]
'Cotizaciones'!M732,[[1.0]]
'Cotizaciones'!N732,[['Sistema operativo']]
'Cotizaciones'!F733,[['Z1INSEQUISO']]
'Cotizaciones'!M733,[[1.0]]
'Cotizaciones'!N733,[['SERVICE']]
'Cotizaciones'!F736,[['VCNRTXA200012GB-PB']]
'Cotizaciones'!M736,[[1.0]]
'Cotizaciones'!N736,[['GPU']]
'Cotizaciones'!F737,[['KF552C40BBA-32']]
'Cotizaciones'!M737,[[0.95]]
'Cotizaciones'!N737,[['RAM']]
'Cotizaciones'!F739,[['MAG CORELIQUID A13 240']]
'Cotizaciones'!M739,[[0.88]]
'Cotizaciones'!N739,[['WATERC']]
'Cotizaciones'!F741,[['CYBERCORE1300P-BKCUS']]
'Cotizaciones'!M741,[[0.99]]
'Cotizaciones'!N741,[['PSU']]
'Cotizaciones'!F742,[['Z1INSSO10PRO']]
'Cotizaciones'!M742,[[1.0]]
'Cotizaciones'!N742,[['Sistema operativo']]
'Cotizaciones'!F744,[['Z1INSEQUISO']]
'Cotizaciones'!M744,[[1.0]]
'Cotizaciones'!N744,[['SERVICE']]
'Cotizaciones'!F745,[['100-100000065BOX']]
'Cotizaciones'!M745,[[0.92]]
'Cotizaciones'!N745,[['CPU']]
'Cotizaciones'!F746,[['B450M DS3H V2']]
'Cotizaciones'!M746,[[0.98]]
'Cotizaciones'!N746,[['MOBO']]
'Cotizaciones'!F748,[['AX4U36008G18I-ST50']]
'Cotizaciones'!M748,[[1.0]]
'Cotizaciones'!N748,[['RAM']]
'Cotizaciones'!F749,[['SNV2S/1000G']]
'Cotizaciones'!M749,[[0.99]]
'Cotizaciones'!N749,[['SSD']]
'Cotizaciones'!F752,[['Z1INSSO10PRO']]
'Cotizaciones'!M752,[[1.0]]
'Cotizaciones'!N752,[['Sistema operativo']]
'Cotizaciones'!F754,[['Z1INSEQUISO']]
'Cotizaciones'!M754,[[1.0]]
'Cotizaciones'!N754,[['SERVICE']]
'Cotizaciones'!F755,[['100-100000252BOX']]
'Cotizaciones'!M755,[[0.94]]
'Cotizaciones'!N755,[['CPU']]
'Cotizaciones'!F758,[['SNV2S/1000G']]
'Cotizaciones'!M758,[[0.99]]
'Cotizaciones'!N758,[['SSD']]
'Cotizaciones'!F760,[['Z1INSSO10PRO']]
'Cotizaciones'!M760,[[1.0]]
'Cotizaciones'!N760,[['Sistema operativo']]
'Cotizaciones'!F761,[['Z1INSEQUISO']]
'Cotizaciones'!M761,[[1.0]]
'Cotizaciones'!N761,[['SERVICE']]
'Cotizaciones'!F766,[['SNV2S/1000G']]
'Cotizaciones'!M766,[[0.99]]
'Cotizaciones'!N766,[['SSD']]
'Cotizaciones'!F767,[['WD20EARZ']]
'Cotizaciones'!M767,[[0.9]]
'Cotizaciones'!N767,[['HDD']]
'Cotizaciones'!F771,[['Z1INSSO10PRO']]
'Cotizaciones'!M771,[[1.0]]
'Cotizaciones'!N771,[['Sistema operativo']]
'Cotizaciones'!F772,[['Z1INSEQUISO']]
'Cotizaciones'!M772,[[1.0]]
'Cotizaciones'!N772,[['SERVICE']]
'Cotizaciones'!F774,[['B450M DS3H V2']]
'Cotizaciones'!M774,[[0.98]]
'Cotizaciones'!N774,[['MOBO']]
'Cotizaciones'!F775,[['90-GA2RZZ-00UANH']]
'Cotizaciones'!M775,[[0.93]]
'Cotizaciones'!N775,[['GPU']]
'Cotizaciones'!F776,[['AX4U320016G16A-ST50']]
'Cotizaciones'!M776,[[1.0]]
'Cotizaciones'!N776,[['RAM']]
'Cotizaciones'!F777,[['SNV2S/1000G']]
'Cotizaciones'!M777,[[0.99]]
'Cotizaciones'!N777,[['SSD']]
'Cotizaciones'!F778,[['COREREACTOR650G-BKCUS']]
'Cotizaciones'!M778,[[0.95]]
'Cotizaciones'!N778,[['PSU']]
'Cotizaciones'!F780,[['Z1INSSO10PRO']]
'Cotizaciones'!M780,[[1.0]]
'Cotizaciones'!N780,[['Sistema operativo']]
'Cotizaciones'!F781,[['Z1INSEQUISO']]
'Cotizaciones'!M781,[[1.0]]
'Cotizaciones'!N781,[['SERVICE']]
'Cotizaciones'!F787,[['Z1INSSO10PRO']]
'Cotizaciones'!M787,[[1.0]]
'Cotizaciones'!N787,[['Sistema operativo']]
'Cotizaciones'!F788,[['Z1INSEQUISO']]
'Cotizaciones'!M788,[[1.0]]
'Cotizaciones'!N788,[['SERVICE']]
'Cotizaciones'!F789,[['100-100000263BOX']]
'Cotizaciones'!M789,[[0.95]]
'Cotizaciones'!N789,[['CPU']]
'Cotizaciones'!F790,[['TUF GAMING B550-PLUS WIFI II']]
'Cotizaciones'!M790,[[0.95]]
'Cotizaciones'!N790,[['MOBO']]
'Cotizaciones'!F791,[['AX4U320016G16A-ST50']]
'Cotizaciones'!M791,[[0.88]]
'Cotizaciones'!N791,[['RAM']]
'Cotizaciones'!F792,[['ALEG-700-512GCS']]
'Cotizaciones'!M792,[[0.95]]
'Cotizaciones'!N792,[['SSD']]
'Cotizaciones'!F794,[['PYLON650B-BKCUS']]
'Cotizaciones'!M794,[[0.95]]
'Cotizaciones'!N794,[['PSU']]
'Cotizaciones'!F796,[['Z1INSEQUISO']]
'Cotizaciones'!M796,[[1.0]]
'Cotizaciones'!N796,[['SERVICE']]
'Cotizaciones'!F797,[['YD320GC5FIBOX']]
'Cotizaciones'!M797,[[1.0]]
'Cotizaciones'!N797,[['CPU']]
'Cotizaciones'!F798,[['PRIME B550M-A AC']]
'Cotizaciones'!M798,[[0.89]]
'Cotizaciones'!N798,[['MOBO']]
'Cotizaciones'!F799,[['KF432C16BB/8']]
'Cotizaciones'!M799,[[0.93]]
'Cotizaciones'!N799,[['RAM']]
'Cotizaciones'!F802,[['Z1INSSO10PRO']]
'Cotizaciones'!M802,[[1.0]]
'Cotizaciones'!N802,[['Sistema operativo']]
'Cotizaciones'!F805,[['Z1INSEQUISO']]
'Cotizaciones'!M805,[[1.0]]
'Cotizaciones'!N805,[['SERVICE']]
'Cotizaciones'!F809,[['KF552C40BB-16']]
'Cotizaciones'!M809,[[1.0]]
'Cotizaciones'!N809,[['RAM']]
'Cotizaciones'!F810,[['SNV2S/1000G']]
'Cotizaciones'!M810,[[0.99]]
'Cotizaciones'!N810,[['SSD']]
'Cotizaciones'!F811,[['SKC3000S/512G']]
'Cotizaciones'!M811,[[0.95]]
'Cotizaciones'!N811,[['SSD']]
'Cotizaciones'!F813,[['MPE-8501-AFAAG-U2']]
'Cotizaciones'!M813,[[0.95]]
'Cotizaciones'!N813,[['PSU']]
'Cotizaciones'!F815,[['Z1INSSO10PRO']]
'Cotizaciones'!M815,[[1.0]]
'Cotizaciones'!N815,[['Sistema operativo']]
'Cotizaciones'!F816,[['Z1INSEQUISO']]
'Cotizaciones'!M816,[[1.0]]
'Cotizaciones'!N816,[['SERVICE']]
'Cotizaciones'!F817,[['100-100000063WOF']]
'Cotizaciones'!M817,[[0.89]]
'Cotizaciones'!N817,[['CPU']]
'Cotizaciones'!F818,[['B550 GAMING X V2']]
'Cotizaciones'!M818,[[0.99]]
'Cotizaciones'!N818,[['MOBO']]
'Cotizaciones'!F819,[['GV-N3060WF2OC-12GD']]
'Cotizaciones'!M819,[[0.98]]
'Cotizaciones'!N819,[['GPU']]
'Cotizaciones'!F820,[['PSP416G32002H1']]
'Cotizaciones'!M820,[[0.99]]
'Cotizaciones'!N820,[['RAM']]
'Cotizaciones'!F821,[['SNV2S/1000G']]
'Cotizaciones'!M821,[[0.99]]
'Cotizaciones'!N821,[['SSD']]
'Cotizaciones'!F824,[['Z1INSSO10PRO']]
'Cotizaciones'!M824,[[1.0]]
'Cotizaciones'!N824,[['Sistema operativo']]
'Cotizaciones'!F825,[['NBMG2412C7']]
'Cotizaciones'!M825,[[0.9]]
'Cotizaciones'!N825,[['MONITOR']]
'Cotizaciones'!F826,[['Z1INSEQUISO']]
'Cotizaciones'!M826,[[1.0]]
'Cotizaciones'!N826,[['SERVICE']]
'Cotizaciones'!F827,[['100-100000063WOF']]
'Cotizaciones'!M827,[[0.9]]
'Cotizaciones'!N827,[['CPU']]
'Cotizaciones'!F828,[['B450M DS3H V2']]
'Cotizaciones'!M828,[[0.98]]
'Cotizaciones'!N828,[['MOBO']]
'Cotizaciones'!F830,[['AX4U320016G16A-SB10']]
'Cotizaciones'!M830,[[0.95]]
'Cotizaciones'!N830,[['RAM']]
'Cotizaciones'!F831,[['SNV2S/1000G']]
'Cotizaciones'!M831,[[0.99]]
'Cotizaciones'!N831,[['SSD']]
'Cotizaciones'!F832,[['RR-2V2E-18PK-R2']]
'Cotizaciones'!M832,[[0.93]]
'Cotizaciones'!N832,[['AIRC']]
'Cotizaciones'!F833,[['XZPS650B']]
'Cotizaciones'!M833,[[0.98]]
'Cotizaciones'!N833,[['PSU']]
'Cotizaciones'!F835,[['Z1INSSO10PRO']]
'Cotizaciones'!M835,[[1.0]]
'Cotizaciones'!N835,[['Sistema operativo']]
'Cotizaciones'!F837,[['Z1INSEQUISO']]
'Cotizaciones'!M837,[[1.0]]
'Cotizaciones'!N837,[['SERVICE']]
'Cotizaciones'!F838,[['BX8071512400F']]
'Cotizaciones'!M838,[[0.92]]
'Cotizaciones'!N838,[['CPU']]
'Cotizaciones'!F839,[['B660M DS3H DDR4']]
'Cotizaciones'!M839,[[0.97]]
'Cotizaciones'!N839,[['MOBO']]
'Cotizaciones'!F842,[['SNV2S/1000G']]
'Cotizaciones'!M842,[[0.99]]
'Cotizaciones'!N842,[['SSD']]
'Cotizaciones'!F846,[['Z1INSSO10PRO']]
'Cotizaciones'!M846,[[1.0]]
'Cotizaciones'!N846,[['Sistema operativo']]
'Cotizaciones'!F847,[['VG24VQ1B']]
'Cotizaciones'!M847,[[1.0]]
'Cotizaciones'!N847,[['MONITOR']]
'Cotizaciones'!F848,[['Z1INSEQUISO']]
'Cotizaciones'!M848,[[1.0]]
'Cotizaciones'!N848,[['SERVICE']]
'Cotizaciones'!F849,[['B450M DS3H V2']]
'Cotizaciones'!M849,[[0.98]]
'Cotizaciones'!N849,[['MOBO']]
'Cotizaciones'!F851,[['KF426C16BB1/16']]
'Cotizaciones'!M851,[[0.92]]
'Cotizaciones'!N851,[['RAM']]
'Cotizaciones'!F852,[['SNV2S/1000G']]
'Cotizaciones'!M852,[[0.99]]
'Cotizaciones'!N852,[['SSD']]
'Cotizaciones'!F854,[['90DC0020-B30000']]
'Cotizaciones'!M854,[[0.9]]
'Cotizaciones'!N854,[['CASE']]
